PM2.5,O3,PM10,SO2,NO2,CO
6.22,11.29,1.89,6.43,0.45,35.45
4.5,7.87,1.73,4.95,0.38,29.78
9.87,17.09,3.59,8.0,0.39,51.54
25.65,33.88,8.05,16.87,0.58,63.43
27.79,35.56,7.81,9.6,0.64,75.48
18.14,26.76,7.28,7.42,0.58,61.99
8.38,21.3,7.73,9.59,0.57,54.89
13.16,25.18,5.74,15.94,0.72,46.66
10.96,17.57,3.9,8.05,0.54,47.83
20.1,25.36,7.51,8.26,0.51,78.88
23.22,30.17,8.13,10.53,0.54,68.26
24.58,35.28,8.37,10.01,0.56,69.9
28.53,37.1,8.29,5.86,0.56,76.66
33.75,39.99,9.59,7.12,0.68,93.86
34.26,43.97,7.82,5.15,0.59,111.02
27.45,39.93,5.09,5.47,0.49,109.11
36.96,49.76,6.93,14.17,0.59,115.26
55.21,65.65,12.05,22.1,0.77,107.1
59.16,73.69,13.31,19.7,0.78,117.72
55.16,68.76,13.62,16.91,0.82,108.59
37.28,51.4,10.54,7.6,0.57,134.84
32.56,47.49,6.44,6.65,0.52,117.7
21.37,33.26,5.43,5.36,0.43,97.56
23.76,34.71,7.59,14.77,0.46,101.2
39.35,50.05,9.33,17.57,0.66,105.93
23.23,33.68,7.96,5.58,0.54,129.46
25.28,36.15,6.86,6.24,0.65,110.24
22.86,24.83,7.7,9.7,0.72,105.49
10.05,17.64,6.24,12.66,0.63,44.86
12.58,19.4,6.1,8.07,0.5,48.68
9.18,16.87,2.86,5.02,0.33,56.76
16.19,24.89,2.45,4.6,0.44,69.97
17.63,24.14,7.24,8.36,0.49,67.83
20.43,29.3,5.41,22.77,0.54,38.47
10.6,17.42,2.34,13.47,0.52,26.76
5.59,9.35,1.86,5.26,0.45,37.1
8.47,14.23,1.89,6.59,0.39,34.39
10.07,16.7,2.05,5.4,0.43,35.86
11.4,18.35,2.66,10.61,0.47,22.51
13.34,20.71,3.49,11.63,0.55,22.65
18.48,33.18,5.73,7.21,0.54,45.23
10.79,22.51,7.24,9.14,0.47,43.67
9.69,20.97,7.27,8.48,0.61,41.1
15.84,27.07,8.03,6.53,0.62,54.6
16.98,30.37,7.23,6.08,0.62,50.86
24.81,33.4,8.81,7.62,0.7,67.45
20.36,27.77,8.87,9.74,0.76,60.08
17.52,25.47,7.58,12.07,0.72,58.64
18.94,26.72,7.87,13.83,0.66,54.94
12.85,22.79,3.1,5.7,0.52,63.33
12.29,21.55,2.44,5.68,0.42,63.1
15.86,26.16,5.33,8.68,0.42,46.15
23.42,35.0,8.46,9.02,0.56,65.01
14.24,21.76,8.33,8.97,0.64,56.75
14.74,23.63,8.59,9.27,0.55,57.83
23.66,32.84,8.47,6.86,0.56,70.05
33.48,46.92,7.79,7.7,0.58,82.61
29.22,44.89,5.57,8.39,0.57,84.37
23.45,33.19,5.37,6.46,0.54,77.8
38.95,46.77,7.79,7.29,0.62,86.04
49.97,63.2,8.34,11.92,0.75,109.67
46.02,60.5,7.93,17.26,0.8,91.45
49.74,64.56,9.62,18.69,0.9,92.64
37.48,51.79,7.68,11.76,0.79,94.94
14.11,26.28,4.45,8.01,0.56,71.89
10.12,18.82,2.25,7.52,0.43,54.76
10.88,22.08,2.75,6.09,0.4,61.72
20.62,38.13,5.84,9.21,0.64,53.41
22.11,34.71,5.67,7.72,0.65,62.72
29.21,38.35,7.29,10.96,0.56,72.93
26.43,37.92,8.34,17.2,0.43,71.23
27.1,37.28,9.81,14.59,0.4,79.91
24.39,44.05,8.46,24.26,0.44,64.45
11.06,19.65,2.82,9.11,0.39,73.03
13.69,22.87,2.56,6.02,0.38,67.01
25.21,35.89,6.14,10.38,0.43,66.33
47.25,61.23,9.08,16.93,0.59,95.18
18.7,31.71,5.41,7.15,0.61,90.04
17.33,27.53,3.37,3.84,0.46,75.97
10.34,18.18,3.84,5.93,0.43,65.96
13.65,22.23,3.22,5.77,0.39,64.46
17.0,26.25,5.26,6.26,0.37,71.33
36.52,48.95,6.23,9.12,0.56,73.4
25.08,42.56,5.58,8.25,0.56,72.29
23.81,37.25,3.1,7.69,0.59,71.1
11.9,24.15,1.59,5.42,0.5,68.89
12.27,21.0,1.49,4.42,0.38,65.23
8.42,14.38,1.79,7.69,0.42,43.45
9.41,16.78,1.92,10.96,0.45,32.16
8.73,13.76,1.6,11.5,0.46,23.96
12.45,21.92,3.42,13.14,0.57,25.85
11.75,23.6,6.29,10.05,0.87,22.53
12.98,19.28,6.79,8.06,0.75,52.03
15.26,19.42,6.54,7.56,0.45,62.58
14.03,27.42,5.5,7.19,0.33,80.69
13.9,27.42,3.04,3.87,0.32,81.9
13.78,27.82,1.74,5.26,0.37,75.39
11.4,22.91,1.63,6.4,0.38,73.82
12.01,18.3,1.62,7.12,0.37,71.14
19.12,27.75,4.3,11.34,0.41,69.69
28.32,37.0,6.37,18.03,0.5,78.82
22.58,38.41,3.41,26.48,0.58,45.47
12.49,24.42,2.79,8.83,0.43,49.78
16.83,26.66,1.74,4.58,0.37,55.57
19.77,29.29,2.39,8.95,0.45,57.74
21.09,35.78,4.36,7.62,0.48,60.45
18.17,33.69,2.71,4.02,0.49,73.33
18.86,31.14,1.9,4.54,0.47,67.86
14.88,25.45,2.0,3.99,0.46,68.37
10.17,21.08,1.69,3.15,0.39,70.15
9.03,19.1,1.87,5.08,0.44,57.02
14.74,31.51,7.18,10.9,0.74,46.72
12.0,24.87,7.5,11.85,0.74,36.69
12.15,27.91,7.46,15.23,0.78,19.15
21.52,32.96,6.77,8.89,0.76,55.36
29.28,44.43,6.66,13.0,0.82,54.98
43.57,52.24,7.37,10.1,0.76,71.08
32.53,47.05,7.54,8.7,0.67,92.37
42.64,53.71,6.69,11.29,0.74,86.7
40.41,48.57,6.95,11.23,0.67,80.14
33.87,42.25,6.76,17.67,0.56,87.52
29.71,39.44,7.13,11.92,0.51,76.06
32.79,43.9,6.36,15.22,0.58,85.03
24.98,33.47,4.3,8.87,0.56,77.79
34.72,46.86,7.31,7.1,0.57,73.26
40.52,50.37,7.73,6.11,0.64,86.74
31.52,42.72,6.11,5.05,0.51,90.47
25.46,39.96,2.91,9.37,0.47,80.5
28.44,38.51,3.48,11.5,0.48,48.02
42.1,43.54,3.39,5.23,0.39,40.99
25.09,30.1,3.08,4.78,0.36,45.74
19.22,25.13,2.72,3.06,0.33,43.24
14.84,21.37,1.78,3.21,0.34,36.72
12.46,16.89,1.75,3.1,0.38,36.08
10.66,14.38,1.57,3.22,0.41,31.4
17.28,26.48,3.34,3.61,0.38,37.49
9.37,20.17,5.7,4.68,0.61,51.75
14.55,22.63,1.96,4.87,0.62,55.25
16.56,24.4,2.21,4.59,0.6,61.15
23.8,38.23,6.83,4.09,0.6,75.79
16.25,27.71,2.71,2.86,0.49,66.88
15.81,24.29,1.92,3.96,0.42,49.62
12.85,17.92,1.74,4.81,0.42,33.98
12.35,16.68,2.01,3.82,0.4,23.01
11.66,14.91,1.76,2.57,0.32,27.66
7.95,12.26,1.47,2.93,0.26,27.32
6.38,9.65,1.52,2.77,0.22,35.37
11.82,14.24,2.06,5.52,0.33,29.24
11.41,17.62,1.64,3.0,0.3,43.14
16.31,29.35,5.71,7.74,0.53,28.44
18.87,28.77,7.76,5.75,0.51,52.24
17.52,25.51,4.93,4.38,0.4,94.03
14.85,22.85,2.24,4.76,0.39,88.73
10.47,19.69,1.59,4.8,0.35,80.9
10.29,19.16,1.55,5.31,0.38,72.0
13.41,17.07,1.76,9.9,0.44,53.3
15.47,17.83,2.5,10.08,0.48,60.64
16.76,20.8,2.58,9.82,0.53,59.54
14.95,18.2,2.1,3.96,0.48,67.28
13.95,19.52,1.95,5.03,0.58,69.51
13.24,21.33,2.09,12.24,0.45,39.37
19.23,30.56,6.54,11.48,0.56,57.34
24.44,40.53,8.48,6.08,0.65,98.15
27.1,38.5,7.34,6.98,0.61,112.86
20.9,41.24,3.12,7.68,0.53,103.48
15.42,38.17,1.9,4.93,0.43,89.01
16.76,40.77,1.89,3.97,0.41,82.46
17.93,35.28,1.96,4.38,0.42,80.12
17.09,28.13,1.99,5.55,0.43,79.86
25.5,34.38,3.07,5.89,0.53,92.56
23.47,30.01,2.48,5.87,0.54,77.26
20.3,26.53,2.06,4.85,0.5,72.19
18.23,24.9,2.09,4.05,0.45,82.66
17.14,24.53,2.03,6.51,0.44,69.01
21.02,28.09,2.43,9.69,0.47,65.9
24.66,32.55,2.76,8.41,0.46,70.84
17.26,25.58,1.96,5.47,0.37,62.01
13.47,19.49,1.79,5.4,0.41,56.92
16.72,23.67,2.89,8.31,0.45,51.79
16.87,34.94,6.89,5.22,0.53,73.44
29.63,76.16,3.99,5.39,0.46,104.91
22.72,57.33,1.99,4.28,0.5,103.18
15.04,25.54,1.51,4.59,0.48,71.77
13.39,19.13,1.59,5.45,0.48,51.08
8.85,12.69,1.33,4.32,0.44,39.34
7.9,10.7,1.33,3.39,0.37,36.55
7.52,11.03,1.43,4.69,0.39,34.67
17.84,26.6,4.84,8.67,0.48,35.76
14.94,25.86,6.18,10.1,0.69,61.17
10.72,22.51,6.51,9.54,0.75,56.35
14.44,27.54,4.38,8.11,0.7,68.81
15.82,25.23,1.86,4.05,0.56,70.75
13.41,20.36,1.31,3.59,0.53,63.5
11.73,17.11,1.46,3.32,0.51,52.28
10.83,15.11,1.47,7.06,0.49,43.93
9.41,12.82,1.3,2.79,0.37,44.45
10.53,13.99,1.52,7.85,0.52,41.13
11.58,14.75,1.73,8.3,0.5,33.24
12.3,15.65,1.86,5.32,0.35,34.47
19.12,24.58,2.66,6.65,0.34,35.7
18.33,25.72,2.28,5.72,0.4,52.76
16.85,23.85,1.98,4.26,0.41,55.06
15.17,21.44,2.1,5.99,0.36,39.23
11.39,14.98,2.23,6.63,0.36,32.35
10.27,15.7,2.27,5.88,0.4,28.66
9.74,12.29,1.87,4.77,0.35,30.29
10.39,12.9,1.46,4.19,0.36,37.24
8.63,13.49,1.61,3.8,0.35,41.77
5.53,8.91,1.66,4.45,0.36,38.52
6.28,9.29,1.55,2.66,0.32,56.77
8.29,12.67,1.5,6.42,0.47,64.24
10.28,15.32,2.11,4.09,0.46,62.79
7.47,11.57,1.45,3.34,0.42,44.81
6.07,9.34,1.3,6.19,0.44,32.76
6.38,10.77,1.35,5.83,0.46,40.7
10.41,14.14,2.0,5.56,0.47,40.41
10.2,14.17,2.14,7.09,0.48,34.54
9.15,12.95,1.67,7.03,0.46,32.59
8.73,12.3,1.57,7.43,0.51,32.18
6.96,9.69,1.1,4.84,0.52,36.72
5.29,6.82,1.04,3.45,0.37,39.31
7.91,11.17,1.84,6.78,0.52,30.45
9.77,11.35,2.34,5.3,0.49,30.05
12.61,15.66,2.15,6.37,0.54,32.57
11.55,15.53,1.8,5.08,0.49,39.34
11.45,18.37,1.67,11.07,0.49,38.19
11.14,15.42,2.02,10.0,0.45,29.51
9.05,12.13,1.4,5.52,0.35,45.91
7.05,11.1,1.47,4.87,0.37,44.03
5.98,10.52,1.36,7.01,0.36,50.2
7.6,12.65,1.98,10.73,0.38,33.78
10.89,15.38,2.62,7.57,0.38,26.45
10.83,16.01,3.04,8.22,0.41,29.58
9.76,13.51,2.67,6.38,0.37,35.23
11.59,16.57,2.86,8.7,0.43,37.29
11.4,16.78,2.58,8.35,0.45,41.55
13.42,21.96,2.14,5.2,0.41,56.98
7.44,10.93,1.61,4.88,0.46,45.86
8.04,14.32,3.71,10.74,0.49,36.2
18.29,30.2,7.63,6.92,0.57,68.7
19.0,34.39,6.78,3.08,0.55,99.74
16.62,33.41,5.56,5.36,0.48,71.64
12.22,24.45,4.21,4.63,0.39,62.7
9.21,16.88,2.79,5.49,0.37,53.89
6.37,11.74,1.74,10.51,0.41,41.5
3.47,12.7,1.25,4.19,0.32,43.45
3.58,12.53,1.29,3.15,0.33,47.96
5.12,10.08,1.53,7.56,0.34,39.81
12.1,17.42,2.97,14.07,0.55,35.93
15.14,23.26,4.37,13.39,0.59,42.74
11.49,20.39,3.91,9.48,0.41,42.07
7.3,12.19,2.05,8.1,0.48,42.38
6.77,15.56,1.72,7.12,0.47,44.67
6.03,14.54,1.34,9.6,0.39,47.34
4.78,12.52,1.43,7.14,0.38,54.81
6.71,11.73,1.62,8.54,0.41,55.97
6.43,12.17,1.74,7.67,0.41,58.09
6.29,10.45,1.74,6.16,0.41,55.53
7.36,13.19,1.9,9.53,0.45,41.86
9.85,21.93,1.5,11.78,0.48,35.39
5.79,13.3,1.83,6.96,0.48,35.83
7.3,12.32,2.74,6.86,0.43,41.64
10.39,13.73,2.22,4.62,0.43,61.97
8.85,11.11,1.93,3.84,0.48,65.92
6.91,10.93,1.74,3.57,0.44,63.86
6.39,12.07,1.55,6.66,0.48,60.54
5.12,10.61,1.49,4.29,0.44,57.97
5.82,12.18,1.53,4.41,0.45,61.83
8.04,19.52,2.23,12.18,0.47,53.22
8.41,14.7,1.89,11.74,0.48,48.28
7.25,17.94,2.38,11.78,0.45,47.1
8.47,12.22,2.18,9.39,0.45,48.41
9.29,12.75,2.85,7.95,0.45,47.62
10.57,16.22,2.82,8.22,0.48,33.13
6.99,10.42,2.02,6.99,0.46,24.6
10.57,16.39,2.54,7.3,0.49,35.57
15.03,19.13,2.79,6.03,0.42,69.37
9.07,13.51,2.14,8.95,0.49,53.96
9.29,14.23,2.63,4.5,0.49,57.71
7.17,12.51,2.91,4.81,0.47,50.59
5.18,8.11,2.04,5.2,0.5,42.8
8.01,13.52,2.3,7.14,0.51,31.23
4.19,9.22,1.48,9.9,0.55,31.04
6.12,19.36,1.71,11.34,0.62,29.86
5.9,14.75,2.36,9.76,0.56,32.46
6.05,11.67,1.78,1.67,0.49,55.2
10.14,16.42,3.05,2.0,0.47,58.4
9.01,13.72,2.04,6.69,0.61,58.04
10.18,20.09,1.95,14.05,0.65,34.6
8.0,15.35,1.76,15.02,0.52,27.74
7.16,14.03,1.82,14.73,0.54,19.96
5.25,11.4,1.47,10.37,0.47,24.21
6.01,10.44,1.42,11.17,0.42,35.43
6.75,14.33,1.47,12.62,0.47,28.74
7.14,14.49,1.94,11.32,0.48,27.99
6.49,14.0,1.99,9.15,0.46,31.3
8.09,16.54,2.14,8.38,0.38,38.2
10.38,20.46,2.1,10.56,0.39,41.25
11.14,23.63,2.5,11.83,0.41,41.83
12.74,21.55,2.86,12.3,0.41,37.93
11.68,18.1,3.26,8.52,0.39,34.25
10.81,17.11,2.65,9.44,0.4,27.03
15.79,22.81,4.08,10.95,0.46,27.96
13.86,22.82,4.95,10.98,0.49,16.99
26.46,34.84,5.94,3.9,0.39,92.32
10.85,17.1,2.93,4.5,0.37,63.18
9.97,18.51,2.98,2.85,0.34,57.77
7.61,12.94,2.46,3.34,0.32,51.56
4.68,11.18,1.97,4.87,0.33,41.17
9.68,15.25,2.78,2.78,0.36,55.3
12.32,25.72,5.13,4.02,0.37,51.65
10.93,18.55,3.54,11.57,0.49,34.86
8.88,19.59,3.09,13.57,0.5,35.28
7.06,14.21,1.9,10.09,0.42,38.47
6.9,12.21,1.88,7.25,0.38,44.48
8.69,20.27,2.21,8.01,0.43,45.53
8.66,15.21,2.57,7.15,0.45,48.95
8.43,12.91,2.36,6.21,0.38,46.9
8.18,13.5,2.15,4.73,0.35,51.13
7.63,14.89,2.19,5.55,0.37,42.71
10.26,16.99,4.06,6.62,0.38,48.64
17.37,32.08,8.07,5.05,0.48,70.58
16.94,26.96,4.16,14.07,0.57,39.1
6.91,20.74,2.26,5.34,0.25,43.29
4.8,9.24,1.67,5.41,0.34,44.94
10.33,19.85,1.45,4.2,0.35,46.38
7.33,12.53,1.78,3.58,0.34,43.52
9.65,14.32,1.99,5.07,0.43,41.92
8.16,12.83,2.14,2.77,0.35,50.94
7.65,12.55,2.35,4.87,0.38,41.49
9.66,14.67,2.57,7.94,0.36,33.53
10.49,17.31,2.74,8.56,0.35,36.17
12.07,17.52,3.62,7.81,0.33,34.99
14.31,22.18,4.66,7.51,0.35,37.23
11.89,28.12,9.16,6.77,0.37,36.75
12.41,28.32,9.19,7.66,0.43,51.87
16.56,25.46,5.9,8.26,0.44,70.4
25.8,40.51,9.05,10.89,0.41,77.79
32.99,44.85,6.36,9.91,0.48,93.3
21.98,29.81,4.54,7.34,0.42,48.53
20.06,28.26,6.31,9.32,0.39,48.84
35.3,46.15,9.19,7.86,0.52,73.35
19.51,37.19,6.97,5.98,0.44,59.12
7.64,16.11,2.56,3.14,0.38,42.26
3.6,8.18,1.87,3.98,0.52,30.49
7.84,12.58,2.3,9.02,0.34,32.73
10.48,14.61,3.09,7.93,0.33,29.11
8.23,12.14,2.73,5.07,0.29,33.32
8.02,12.17,2.71,5.43,0.31,29.42
10.05,14.24,3.19,5.49,0.37,36.75
13.4,18.44,4.23,5.77,0.43,38.04
10.64,14.99,3.78,5.6,0.38,34.58
15.68,21.56,3.37,4.92,0.4,44.95
22.29,37.97,8.42,6.02,0.45,72.86
23.89,41.49,8.63,7.47,0.58,68.45
29.56,40.73,9.73,9.7,0.67,68.01
32.56,41.69,8.09,7.26,0.61,94.37
28.85,39.3,8.0,3.65,0.48,121.49
29.52,46.95,7.11,3.45,0.47,120.66
34.15,47.6,10.41,4.74,0.48,137.38
40.34,51.88,10.39,10.8,0.57,111.23
46.11,59.75,10.87,11.23,0.67,111.34
40.45,53.46,9.88,7.04,0.58,122.44
25.48,35.38,5.13,5.89,0.46,90.33
18.01,26.05,3.01,7.72,0.45,62.28
19.26,26.83,4.15,7.88,0.47,55.58
40.47,55.5,7.06,6.83,0.61,87.52
32.48,43.69,7.93,4.5,0.62,101.22
18.44,29.01,5.04,3.06,0.43,81.94
11.81,19.34,2.41,3.27,0.41,62.12
11.14,17.24,2.57,5.49,0.42,48.85
12.16,17.54,3.14,6.24,0.37,44.96
13.51,21.89,4.03,9.1,0.4,35.33
11.6,32.64,7.78,6.73,0.43,43.54
16.43,27.47,3.58,4.11,0.45,76.01
13.04,20.59,2.07,3.36,0.41,48.52
10.79,17.53,1.84,3.34,0.41,52.95
10.84,20.2,2.12,3.55,0.41,61.01
13.46,19.07,2.91,3.47,0.4,58.56
20.74,32.78,4.94,3.63,0.41,75.79
18.45,29.54,3.49,4.16,0.42,67.31
17.95,26.46,3.11,5.77,0.46,64.95
29.85,41.9,6.3,6.77,0.56,81.64
34.12,52.33,8.54,7.79,0.65,115.15
29.77,44.14,9.17,10.25,0.54,119.58
27.75,41.51,10.29,17.82,0.48,91.9
23.67,43.73,9.09,22.54,0.47,92.89
24.62,40.79,8.37,21.22,0.44,92.53
27.59,46.7,7.95,15.94,0.48,96.48
25.25,40.12,7.07,13.21,0.49,80.31
17.71,23.0,5.53,5.79,0.41,71.35
14.14,22.47,5.19,10.13,0.41,43.9
7.66,16.87,1.88,3.03,0.33,49.18
7.5,15.24,2.04,2.73,0.28,46.48
17.7,29.47,6.11,4.59,0.36,47.7
19.45,28.34,5.21,3.18,0.34,61.99
15.79,25.74,2.59,3.16,0.39,60.48
11.07,20.03,1.9,3.56,0.39,44.26
12.0,22.46,2.03,4.9,0.4,52.62
14.5,21.51,2.71,3.25,0.39,64.8
19.65,28.93,2.78,3.28,0.46,66.82
15.68,25.05,2.39,6.81,0.4,45.8
13.79,22.31,2.93,7.96,0.41,32.05
12.5,19.14,2.7,7.23,0.42,32.11
11.1,16.68,2.43,5.33,0.42,37.31
15.49,25.27,5.28,6.57,0.42,37.56
16.79,27.5,4.34,4.71,0.4,53.98
14.84,24.5,3.24,7.36,0.38,43.69
12.74,29.91,7.33,8.27,0.58,48.26
22.42,38.36,8.54,7.66,0.57,73.08
19.35,31.01,6.13,4.57,0.46,76.85
21.58,26.55,7.3,5.31,0.4,78.14
21.23,29.28,9.01,7.49,0.45,69.59
14.9,30.29,8.97,21.13,0.62,37.93
13.26,24.4,8.76,14.68,0.62,36.72
11.91,22.58,7.56,4.73,0.36,62.51
16.14,24.62,3.28,3.25,0.38,66.37
13.39,22.57,2.04,3.58,0.41,61.47
10.92,21.35,2.0,4.38,0.38,46.6
9.71,17.92,2.32,5.86,0.38,42.34
9.3,15.89,2.28,5.43,0.35,40.55
9.53,15.86,2.66,5.3,0.26,50.46
16.19,27.31,3.79,6.17,0.35,47.14
16.05,34.83,6.89,8.33,0.49,45.52
17.54,31.33,8.26,8.33,0.47,50.33
10.6,21.9,8.53,9.01,0.44,42.75
13.44,25.23,6.8,7.47,0.35,50.02
15.25,27.08,8.52,9.14,0.48,49.51
16.72,30.97,9.04,9.84,0.54,48.94
17.55,28.77,9.25,10.69,0.61,56.67
18.77,34.22,8.94,8.85,0.6,63.14
27.15,38.22,10.72,6.68,0.44,62.78
17.45,32.31,9.29,8.12,0.6,59.84
22.9,37.16,9.15,6.82,0.54,61.26
20.34,34.82,8.16,6.65,0.52,70.94
17.36,27.55,3.52,6.96,0.5,70.15
17.47,27.43,3.13,6.99,0.46,63.79
15.0,22.12,3.15,6.27,0.38,59.34
9.39,15.67,2.27,3.79,0.28,66.2
27.11,32.68,10.33,5.78,0.35,67.47
22.47,35.79,9.15,12.74,0.66,59.08
9.74,22.64,6.11,5.78,0.54,62.19
12.83,23.78,4.06,5.7,0.45,60.62
13.87,31.73,8.37,5.31,0.45,69.91
18.63,42.43,9.06,6.16,0.5,79.98
11.65,25.65,9.29,7.84,0.54,60.72
18.03,29.49,10.39,7.64,0.53,54.62
17.18,30.2,9.78,6.95,0.7,55.17
